,batch_size,bce_pos_class_weight,dropout_p,hidden_layer_size,input_layer_norm,lr,num_layers,optimizer_type,sequence_length,weight_decay,tss,hss
351,128,60,0.1,24,False,0.01,1,adam,35,0.05,0.4498,0.1582
325,128,60,0.1,4,False,0.01,1,adam,25,0.05,0.4498,0.1581
169,128,30,0.1,4,False,0.005,1,adam,25,0.05,0.4494,0.236
173,128,30,0.1,4,False,0.005,1,adam,45,0.05,0.4491,0.2595
384,128,60,0.2,4,False,0.005,1,adam,25,0.01,0.449,0.1571
363,128,60,0.2,2,False,0.005,1,adam,35,0.05,0.4484,0.1948
397,128,60,0.2,4,False,0.01,1,adam,25,0.05,0.4484,0.1633
292,128,60,0.1,2,False,0.005,1,adam,45,0.01,0.4482,0.1324
204,128,30,0.1,24,False,0.01,1,adam,25,0.01,0.4481,0.1925
332,128,60,0.1,4,False,0.01,2,adam,35,0.01,0.4474,0.1732
220,128,30,0.2,2,False,0.005,1,adam,45,0.01,0.4462,0.2506
373,128,60,0.2,2,False,0.01,1,adam,25,0.05,0.4447,0.1748
745,256,60,0.1,4,False,0.005,1,adam,25,0.05,0.4445,0.1681
758,256,60,0.1,4,False,0.01,1,adam,35,0.01,0.4444,0.1638
338,128,60,0.1,24,False,0.005,1,adam,35,0.01,0.4443,0.1754
301,128,60,0.1,2,False,0.01,1,adam,25,0.05,0.4443,0.1416
242,128,30,0.2,4,False,0.005,1,adam,35,0.01,0.4442,0.2056
252,128,30,0.2,4,False,0.01,1,adam,25,0.01,0.4439,0.2017
398,128,60,0.2,4,False,0.01,1,adam,35,0.01,0.4438,0.1823
229,128,30,0.2,2,False,0.01,1,adam,25,0.05,0.4436,0.2279
241,128,30,0.2,4,False,0.005,1,adam,25,0.05,0.4436,0.2056
841,256,60,0.2,24,False,0.005,1,adam,25,0.05,0.4435,0.1705
223,128,30,0.2,2,False,0.005,2,adam,25,0.05,0.4419,0.2611
365,128,60,0.2,2,False,0.005,1,adam,45,0.05,0.4419,0.1773
275,128,30,0.2,24,False,0.005,2,adam,45,0.05,0.4418,0.2304
408,128,60,0.2,24,False,0.005,1,adam,25,0.01,0.4414,0.1541
388,128,60,0.2,4,False,0.005,1,adam,45,0.01,0.4412,0.1877
698,256,30,0.2,24,False,0.005,1,adam,35,0.01,0.4407,0.2211
283,128,30,0.2,24,False,0.01,2,adam,25,0.05,0.4406,0.2037
345,128,60,0.1,24,False,0.005,2,adam,35,0.05,0.4405,0.1686
182,128,30,0.1,4,False,0.01,1,adam,35,0.01,0.44,0.2134
704,256,30,0.2,24,False,0.005,2,adam,35,0.01,0.4399,0.2381
266,128,30,0.2,24,False,0.005,1,adam,35,0.01,0.4399,0.1942
279,128,30,0.2,24,False,0.01,1,adam,35,0.05,0.4391,0.2078
638,256,30,0.1,24,False,0.01,1,adam,35,0.01,0.4391,0.2039
56,128,10,0.1,24,False,0.005,2,adam,35,0.01,0.4384,0.3028
427,128,60,0.2,24,False,0.01,2,adam,25,0.05,0.4383,0.1509
213,128,30,0.1,24,False,0.01,2,adam,35,0.05,0.4382,0.248
401,128,60,0.2,4,False,0.01,1,adam,45,0.05,0.4382,0.1599
617,256,30,0.1,4,False,0.01,1,adam,45,0.05,0.4381,0.2475
750,256,60,0.1,4,False,0.005,2,adam,25,0.01,0.4379,0.1984
244,128,30,0.2,4,False,0.005,1,adam,45,0.01,0.4378,0.2207
327,128,60,0.1,4,False,0.01,1,adam,35,0.05,0.4374,0.1653
830,256,60,0.2,4,False,0.01,1,adam,35,0.01,0.4367,0.1834
793,256,60,0.2,2,False,0.005,1,adam,25,0.05,0.4367,0.1682
161,128,30,0.1,2,False,0.01,1,adam,45,0.05,0.4364,0.2331
246,128,30,0.2,4,False,0.005,2,adam,25,0.01,0.4362,0.2121
816,256,60,0.2,4,False,0.005,1,adam,25,0.01,0.4361,0.1788
310,128,60,0.1,2,False,0.01,2,adam,45,0.01,0.4359,0.1607
858,256,60,0.2,24,False,0.01,2,adam,25,0.01,0.4358,0.1794
723,256,60,0.1,2,False,0.005,1,adam,35,0.05,0.4357,0.1495
180,128,30,0.1,4,False,0.01,1,adam,25,0.01,0.4353,0.213
322,128,60,0.1,4,False,0.005,2,adam,45,0.01,0.4353,0.1672
312,128,60,0.1,4,False,0.005,1,adam,25,0.01,0.4351,0.1853
185,128,30,0.1,4,False,0.01,1,adam,45,0.05,0.4349,0.211
269,128,30,0.2,24,False,0.005,1,adam,45,0.05,0.4348,0.2069
181,128,30,0.1,4,False,0.01,1,adam,25,0.05,0.4339,0.1746
314,128,60,0.1,4,False,0.005,1,adam,35,0.01,0.4338,0.1701
770,256,60,0.1,24,False,0.005,1,adam,35,0.01,0.4333,0.1846
612,256,30,0.1,4,False,0.01,1,adam,25,0.01,0.4329,0.2034
270,128,30,0.2,24,False,0.005,2,adam,25,0.01,0.4327,0.1967
423,128,60,0.2,24,False,0.01,1,adam,35,0.05,0.4327,0.149
302,128,60,0.1,2,False,0.01,1,adam,35,0.01,0.4323,0.1427
264,128,30,0.2,24,False,0.005,1,adam,25,0.01,0.4315,0.2058
234,128,30,0.2,2,False,0.01,2,adam,25,0.01,0.4314,0.2181
589,256,30,0.1,2,False,0.01,1,adam,25,0.05,0.4311,0.2212
257,128,30,0.2,4,False,0.01,1,adam,45,0.05,0.4309,0.2346
197,128,30,0.1,24,False,0.005,1,adam,45,0.05,0.4307,0.1659
781,256,60,0.1,24,False,0.01,1,adam,25,0.05,0.4301,0.162
785,256,60,0.1,24,False,0.01,1,adam,45,0.05,0.43,0.1643
316,128,60,0.1,4,False,0.005,1,adam,45,0.01,0.4294,0.1537
382,128,60,0.2,2,False,0.01,2,adam,45,0.01,0.4294,0.1437
829,256,60,0.2,4,False,0.01,1,adam,25,0.05,0.4289,0.1725
348,128,60,0.1,24,False,0.01,1,adam,25,0.01,0.4289,0.169
390,128,60,0.2,4,False,0.005,2,adam,25,0.01,0.4281,0.1928
720,256,60,0.1,2,False,0.005,1,adam,25,0.01,0.4281,0.1511
649,256,30,0.2,2,False,0.005,1,adam,25,0.05,0.4277,0.1912
852,256,60,0.2,24,False,0.01,1,adam,25,0.01,0.4275,0.187
632,256,30,0.1,24,False,0.005,2,adam,35,0.01,0.4272,0.2174
350,128,60,0.1,24,False,0.01,1,adam,35,0.01,0.4272,0.1733
305,128,60,0.1,2,False,0.01,1,adam,45,0.05,0.4272,0.1402
660,256,30,0.2,2,False,0.01,1,adam,25,0.01,0.427,0.2189
568,256,10,0.2,24,False,0.01,1,adam,45,0.01,0.4269,0.2896
702,256,30,0.2,24,False,0.005,2,adam,25,0.01,0.4266,0.2
324,128,60,0.1,4,False,0.01,1,adam,25,0.01,0.4262,0.144
162,128,30,0.1,2,False,0.01,2,adam,25,0.01,0.4259,0.2432
233,128,30,0.2,2,False,0.01,1,adam,45,0.05,0.4254,0.2405
334,128,60,0.1,4,False,0.01,2,adam,45,0.01,0.4247,0.1568
646,256,30,0.1,24,False,0.01,2,adam,45,0.01,0.4245,0.2221
634,256,30,0.1,24,False,0.005,2,adam,45,0.01,0.4243,0.2174
288,128,60,0.1,2,False,0.005,1,adam,25,0.01,0.4242,0.1541
271,128,30,0.2,24,False,0.005,2,adam,25,0.05,0.4232,0.2158
217,128,30,0.2,2,False,0.005,1,adam,25,0.05,0.423,0.2203
389,128,60,0.2,4,False,0.005,1,adam,45,0.05,0.423,0.1544
250,128,30,0.2,4,False,0.005,2,adam,45,0.01,0.4228,0.1956
761,256,60,0.1,4,False,0.01,1,adam,45,0.05,0.4225,0.1945
851,256,60,0.2,24,False,0.005,2,adam,45,0.05,0.4223,0.1962
414,128,60,0.2,24,False,0.005,2,adam,25,0.01,0.4217,0.1492
289,128,60,0.1,2,False,0.005,1,adam,25,0.05,0.4207,0.1381
618,256,30,0.1,4,False,0.01,2,adam,25,0.01,0.4206,0.2209
342,128,60,0.1,24,False,0.005,2,adam,25,0.01,0.4206,0.1711
190,128,30,0.1,4,False,0.01,2,adam,45,0.01,0.4201,0.2261
588,256,30,0.1,2,False,0.01,1,adam,25,0.01,0.42,0.2404
784,256,60,0.1,24,False,0.01,1,adam,45,0.01,0.42,0.1704
300,128,60,0.1,2,False,0.01,1,adam,25,0.01,0.4199,0.1628
856,256,60,0.2,24,False,0.01,1,adam,45,0.01,0.4197,0.1733
378,128,60,0.2,2,False,0.01,2,adam,25,0.01,0.4193,0.1396
744,256,60,0.1,4,False,0.005,1,adam,25,0.01,0.4192,0.1594
690,256,30,0.2,4,False,0.01,2,adam,25,0.01,0.4189,0.1916
240,128,30,0.2,4,False,0.005,1,adam,25,0.01,0.4176,0.2301
737,256,60,0.1,2,False,0.01,1,adam,45,0.05,0.4173,0.1464
716,256,30,0.2,24,False,0.01,2,adam,35,0.01,0.417,0.2038
426,128,60,0.2,24,False,0.01,2,adam,25,0.01,0.4166,0.1435
157,128,30,0.1,2,False,0.01,1,adam,25,0.05,0.4163,0.213
689,256,30,0.2,4,False,0.01,1,adam,45,0.05,0.4161,0.2103
156,128,30,0.1,2,False,0.01,1,adam,25,0.01,0.4158,0.1993
209,128,30,0.1,24,False,0.01,1,adam,45,0.05,0.4156,0.184
674,256,30,0.2,4,False,0.005,1,adam,35,0.01,0.4156,0.17
776,256,60,0.1,24,False,0.005,2,adam,35,0.01,0.4156,0.1629
494,256,10,0.1,24,False,0.01,1,adam,35,0.01,0.4153,0.2774
628,256,30,0.1,24,False,0.005,1,adam,45,0.01,0.4145,0.2141
353,128,60,0.1,24,False,0.01,1,adam,45,0.05,0.4144,0.1368
812,256,60,0.2,2,False,0.01,2,adam,35,0.01,0.414,0.1767
834,256,60,0.2,4,False,0.01,2,adam,25,0.01,0.414,0.1662
168,128,30,0.1,4,False,0.005,1,adam,25,0.01,0.4139,0.209
772,256,60,0.1,24,False,0.005,1,adam,45,0.01,0.4139,0.1705
822,256,60,0.2,4,False,0.005,2,adam,25,0.01,0.4137,0.1825
590,256,30,0.1,2,False,0.01,1,adam,35,0.01,0.4136,0.2115
206,128,30,0.1,24,False,0.01,1,adam,35,0.01,0.4135,0.2089
333,128,60,0.1,4,False,0.01,2,adam,35,0.05,0.4135,0.1645
558,256,10,0.2,24,False,0.005,2,adam,25,0.01,0.4132,0.2715
842,256,60,0.2,24,False,0.005,1,adam,35,0.01,0.4132,0.1673
778,256,60,0.1,24,False,0.005,2,adam,45,0.01,0.4132,0.1444
824,256,60,0.2,4,False,0.005,2,adam,35,0.01,0.4128,0.1561
125,128,10,0.2,24,False,0.005,1,adam,45,0.05,0.4127,0.259
616,256,30,0.1,4,False,0.01,1,adam,45,0.01,0.4127,0.1666
684,256,30,0.2,4,False,0.01,1,adam,25,0.01,0.4125,0.1995
714,256,30,0.2,24,False,0.01,2,adam,25,0.01,0.4124,0.2097
644,256,30,0.1,24,False,0.01,2,adam,35,0.01,0.4115,0.2005
262,128,30,0.2,4,False,0.01,2,adam,45,0.01,0.4112,0.1831
605,256,30,0.1,4,False,0.005,1,adam,45,0.05,0.4104,0.174
326,128,60,0.1,4,False,0.01,1,adam,35,0.01,0.4103,0.1522
236,128,30,0.2,2,False,0.01,2,adam,35,0.01,0.41,0.1748
722,256,60,0.1,2,False,0.005,1,adam,35,0.01,0.41,0.1061
736,256,60,0.1,2,False,0.01,1,adam,45,0.01,0.4099,0.1443
780,256,60,0.1,24,False,0.01,1,adam,25,0.01,0.4098,0.1788
614,256,30,0.1,4,False,0.01,1,adam,35,0.01,0.4097,0.2046
358,128,60,0.1,24,False,0.01,2,adam,45,0.01,0.4094,0.1358
276,128,30,0.2,24,False,0.01,1,adam,25,0.01,0.4093,0.2042
219,128,30,0.2,2,False,0.005,1,adam,35,0.05,0.4092,0.1871
330,128,60,0.1,4,False,0.01,2,adam,25,0.01,0.4087,0.2045
848,256,60,0.2,24,False,0.005,2,adam,35,0.01,0.4085,0.1559
762,256,60,0.1,4,False,0.01,2,adam,25,0.01,0.4084,0.1612
706,256,30,0.2,24,False,0.005,2,adam,45,0.01,0.4081,0.2184
603,256,30,0.1,4,False,0.005,1,adam,35,0.05,0.4079,0.1789
486,256,10,0.1,24,False,0.005,2,adam,25,0.01,0.4078,0.2494
732,256,60,0.1,2,False,0.01,1,adam,25,0.01,0.4075,0.1499
669,256,30,0.2,2,False,0.01,2,adam,35,0.05,0.4073,0.1779
381,128,60,0.2,2,False,0.01,2,adam,35,0.05,0.4065,0.1415
774,256,60,0.1,24,False,0.005,2,adam,25,0.01,0.4063,0.1817
258,128,30,0.2,4,False,0.01,2,adam,25,0.01,0.4061,0.1887
808,256,60,0.2,2,False,0.01,1,adam,45,0.01,0.4061,0.1428
712,256,30,0.2,24,False,0.01,1,adam,45,0.01,0.4058,0.2222
192,128,30,0.1,24,False,0.005,1,adam,25,0.01,0.4057,0.1749
313,128,60,0.1,4,False,0.005,1,adam,25,0.05,0.4056,0.1579
672,256,30,0.2,4,False,0.005,1,adam,25,0.01,0.4054,0.1753
254,128,30,0.2,4,False,0.01,1,adam,35,0.01,0.4053,0.1958
688,256,30,0.2,4,False,0.01,1,adam,45,0.01,0.4052,0.2102
606,256,30,0.1,4,False,0.005,2,adam,25,0.01,0.4052,0.2023
566,256,10,0.2,24,False,0.01,1,adam,35,0.01,0.4051,0.2517
846,256,60,0.2,24,False,0.005,2,adam,25,0.01,0.4051,0.1685
329,128,60,0.1,4,False,0.01,1,adam,45,0.05,0.4051,0.1307
636,256,30,0.1,24,False,0.01,1,adam,25,0.01,0.4049,0.1824
807,256,60,0.2,2,False,0.01,1,adam,35,0.05,0.4044,0.1601
128,128,10,0.2,24,False,0.005,2,adam,35,0.01,0.4039,0.2299
619,256,30,0.1,4,False,0.01,2,adam,25,0.05,0.4037,0.1931
231,128,30,0.2,2,False,0.01,1,adam,35,0.05,0.4034,0.1897
633,256,30,0.1,24,False,0.005,2,adam,35,0.05,0.4033,0.2013
567,256,10,0.2,24,False,0.01,1,adam,35,0.05,0.4029,0.2509
417,128,60,0.2,24,False,0.005,2,adam,35,0.05,0.4029,0.1315
819,256,60,0.2,4,False,0.005,1,adam,35,0.05,0.4026,0.1566
228,128,30,0.2,2,False,0.01,1,adam,25,0.01,0.4024,0.1836
721,256,60,0.1,2,False,0.005,1,adam,25,0.05,0.4023,0.1392
387,128,60,0.2,4,False,0.005,1,adam,35,0.05,0.4021,0.1501
318,128,60,0.1,4,False,0.005,2,adam,25,0.01,0.402,0.1763
663,256,30,0.2,2,False,0.01,1,adam,35,0.05,0.4019,0.1728
123,128,10,0.2,24,False,0.005,1,adam,35,0.05,0.4015,0.2625
789,256,60,0.1,24,False,0.01,2,adam,35,0.05,0.4015,0.1551
155,128,30,0.1,2,False,0.005,2,adam,45,0.05,0.4011,0.1773
336,128,60,0.1,24,False,0.005,1,adam,25,0.01,0.4008,0.1694
110,128,10,0.2,4,False,0.01,1,adam,35,0.01,0.4007,0.2788
570,256,10,0.2,24,False,0.01,2,adam,25,0.01,0.4006,0.2825
405,128,60,0.2,4,False,0.01,2,adam,35,0.05,0.4002,0.1611
768,256,60,0.1,24,False,0.005,1,adam,25,0.01,0.4001,0.1835
63,128,10,0.1,24,False,0.01,1,adam,35,0.05,0.3992,0.2518
766,256,60,0.1,4,False,0.01,2,adam,45,0.01,0.3992,0.1649
320,128,60,0.1,4,False,0.005,2,adam,35,0.01,0.399,0.1438
677,256,30,0.2,4,False,0.005,1,adam,45,0.05,0.3989,0.1879
221,128,30,0.2,2,False,0.005,1,adam,45,0.05,0.3987,0.2112
840,256,60,0.2,24,False,0.005,1,adam,25,0.01,0.3985,0.1685
813,256,60,0.2,2,False,0.01,2,adam,35,0.05,0.3985,0.1482
164,128,30,0.1,2,False,0.01,2,adam,35,0.01,0.3984,0.1894
591,256,30,0.1,2,False,0.01,1,adam,35,0.05,0.3984,0.1747
718,256,30,0.2,24,False,0.01,2,adam,45,0.01,0.3982,0.1762
577,256,30,0.1,2,False,0.005,1,adam,25,0.05,0.3981,0.1669
624,256,30,0.1,24,False,0.005,1,adam,25,0.01,0.3977,0.2109
344,128,60,0.1,24,False,0.005,2,adam,35,0.01,0.3976,0.1726
230,128,30,0.2,2,False,0.01,1,adam,35,0.01,0.3974,0.1869
687,256,30,0.2,4,False,0.01,1,adam,35,0.05,0.3974,0.1805
151,128,30,0.1,2,False,0.005,2,adam,25,0.05,0.3974,0.1588
287,128,30,0.2,24,False,0.01,2,adam,45,0.05,0.397,0.1828
50,128,10,0.1,24,False,0.005,1,adam,35,0.01,0.3969,0.2972
791,256,60,0.1,24,False,0.01,2,adam,45,0.05,0.3968,0.145
676,256,30,0.2,4,False,0.005,1,adam,45,0.01,0.3965,0.1753
809,256,60,0.2,2,False,0.01,1,adam,45,0.05,0.3964,0.1329
315,128,60,0.1,4,False,0.005,1,adam,35,0.05,0.3963,0.1568
201,128,30,0.1,24,False,0.005,2,adam,35,0.05,0.3961,0.1808
498,256,10,0.1,24,False,0.01,2,adam,25,0.01,0.3959,0.2351
210,128,30,0.1,24,False,0.01,2,adam,25,0.01,0.3958,0.1645
495,256,10,0.1,24,False,0.01,1,adam,35,0.05,0.3957,0.2426
160,128,30,0.1,2,False,0.01,1,adam,45,0.01,0.3956,0.1771
357,128,60,0.1,24,False,0.01,2,adam,35,0.05,0.3956,0.1367
797,256,60,0.2,2,False,0.005,1,adam,45,0.05,0.3956,0.1281
122,128,10,0.2,24,False,0.005,1,adam,35,0.01,0.3955,0.2343
747,256,60,0.1,4,False,0.005,1,adam,35,0.05,0.3953,0.1481
407,128,60,0.2,4,False,0.01,2,adam,45,0.05,0.3953,0.1402
553,256,10,0.2,24,False,0.005,1,adam,25,0.05,0.3952,0.2622
726,256,60,0.1,2,False,0.005,2,adam,25,0.01,0.3949,0.1465
585,256,30,0.1,2,False,0.005,2,adam,35,0.05,0.3947,0.1695
730,256,60,0.1,2,False,0.005,2,adam,45,0.01,0.3946,0.1351
786,256,60,0.1,24,False,0.01,2,adam,25,0.01,0.3944,0.1803
120,128,10,0.2,24,False,0.005,1,adam,25,0.01,0.3937,0.2597
810,256,60,0.2,2,False,0.01,2,adam,25,0.01,0.3936,0.1627
717,256,30,0.2,24,False,0.01,2,adam,35,0.05,0.3934,0.1788
700,256,30,0.2,24,False,0.005,1,adam,45,0.01,0.393,0.2094
146,128,30,0.1,2,False,0.005,1,adam,35,0.01,0.3928,0.1681
187,128,30,0.1,4,False,0.01,2,adam,25,0.05,0.3926,0.1734
728,256,60,0.1,2,False,0.005,2,adam,35,0.01,0.3926,0.1297
738,256,60,0.1,2,False,0.01,2,adam,25,0.01,0.3925,0.1684
260,128,30,0.2,4,False,0.01,2,adam,35,0.01,0.3924,0.1817
796,256,60,0.2,2,False,0.005,1,adam,45,0.01,0.3923,0.1143
403,128,60,0.2,4,False,0.01,2,adam,25,0.05,0.3919,0.1512
144,128,30,0.1,2,False,0.005,1,adam,25,0.01,0.3916,0.1999
413,128,60,0.2,24,False,0.005,1,adam,45,0.05,0.3916,0.1376
370,128,60,0.2,2,False,0.005,2,adam,45,0.01,0.3915,0.1588
323,128,60,0.1,4,False,0.005,2,adam,45,0.05,0.3914,0.1671
782,256,60,0.1,24,False,0.01,1,adam,35,0.01,0.3913,0.1642
194,128,30,0.1,24,False,0.005,1,adam,35,0.01,0.3911,0.179
630,256,30,0.1,24,False,0.005,2,adam,25,0.01,0.3911,0.178
319,128,60,0.1,4,False,0.005,2,adam,25,0.05,0.3911,0.1439
176,128,30,0.1,4,False,0.005,2,adam,35,0.01,0.3909,0.2084
371,128,60,0.2,2,False,0.005,2,adam,45,0.05,0.3908,0.1307
705,256,30,0.2,24,False,0.005,2,adam,35,0.05,0.3906,0.1832
815,256,60,0.2,2,False,0.01,2,adam,45,0.05,0.3906,0.1478
496,256,10,0.1,24,False,0.01,1,adam,45,0.01,0.3905,0.2748
36,128,10,0.1,4,False,0.01,1,adam,25,0.01,0.3905,0.247
395,128,60,0.2,4,False,0.005,2,adam,45,0.05,0.3905,0.1488
675,256,30,0.2,4,False,0.005,1,adam,35,0.05,0.3903,0.1771
850,256,60,0.2,24,False,0.005,2,adam,45,0.01,0.3901,0.1681
